order_id,order_date,productI_id,product_name,category,quantity,unit_price,cost_per_unit,discount,customer_type,payment_mode
ORD0927,2/17/2024,P002,Potato Chips,Snacks,5,40,20,5.5,New,Card
ORD0928,12/28/2024,P004,Chocolate Bar,Snacks,8,25,10,22.3,Returning,UPI
ORD0929,7/30/2024,P003,Veg Sandwich,Meals,8,60,35,14.48,New,UPI
ORD0930,4/11/2024,P002,Potato Chips,Snacks,5,40,20,1.24,Returning,Wallet
ORD0931,1/10/2024,P002,Potato Chips,Snacks,5,40,20,5.64,Returning,Card
ORD0932,2/1/2024,P003,Veg Sandwich,Meals,5,60,35,21.4,New,Card
ORD0933,11/6/2024,P001,Cola Drink,Beverages,2,30,15,12.05,New,Cash
ORD0934,10/25/2024,P001,Cola Drink,Beverages,7,30,15,7.09,Returning,UPI
ORD0935,2/12/2024,P002,Potato Chips,Snacks,7,40,20,6.25,New,Card
ORD0936,1/12/2024,P004,Chocolate Bar,Snacks,3,25,10,5.47,Returning,Cash
ORD0937,5/3/2024,P002,Potato Chips,Snacks,7,40,20,21.74,New,Card
ORD0938,5/25/2024,P003,Veg Sandwich,Meals,7,60,35,19.05,New,UPI
ORD0939,1/14/2024,P005,Coffee,Beverages,3,50,25,16.86,New,Wallet
ORD0940,6/19/2024,P004,Chocolate Bar,Snacks,3,25,10,10.86,New,Wallet
ORD0941,9/25/2024,P003,Veg Sandwich,Meals,3,60,35,7.22,Returning,Cash
ORD0942,6/19/2024,P004,Chocolate Bar,Snacks,8,25,10,1.47,New,Card
ORD0943,9/16/2024,P004,Chocolate Bar,Snacks,7,25,10,18.74,New,UPI
ORD0944,3/30/2024,P001,Cola Drink,Beverages,8,30,15,14.18,New,Wallet
ORD0945,7/21/2024,P001,Cola Drink,Beverages,8,30,15,23.98,Returning,UPI
ORD0946,10/9/2024,P002,Potato Chips,Snacks,2,40,20,21.39,New,Wallet
ORD0947,2/4/2024,P004,Chocolate Bar,Snacks,2,25,10,4.93,New,UPI
ORD0948,8/2/2024,P001,Cola Drink,Beverages,8,30,15,20.73,New,Cash
ORD0949,9/10/2024,P004,Chocolate Bar,Snacks,7,25,10,24.59,Returning,UPI
ORD0950,6/9/2024,P005,Coffee,Beverages,6,50,25,17.57,Returning,Cash
ORD0951,8/4/2024,P002,Potato Chips,Snacks,2,40,20,11.08,New,Cash
ORD0952,12/6/2024,P005,Coffee,Beverages,4,50,25,16.48,Returning,UPI
ORD0953,2/10/2024,P005,Coffee,Beverages,7,50,25,9.48,New,Cash
ORD0954,7/22/2024,P005,Coffee,Beverages,3,50,25,1.92,New,Card
ORD0955,3/24/2024,P002,Potato Chips,Snacks,3,40,20,22.56,New,UPI
ORD0956,5/10/2024,P002,Potato Chips,Snacks,4,40,20,15.65,New,Card
ORD0957,2/29/2024,P001,Cola Drink,Beverages,3,30,15,19.78,Returning,Wallet
ORD0958,11/23/2024,P005,Coffee,Beverages,6,50,25,12.47,New,Cash
ORD0959,2/1/2024,P004,Chocolate Bar,Snacks,5,25,10,13.27,New,Wallet
ORD0960,10/10/2024,P005,Coffee,Beverages,3,50,25,9.36,Returning,Wallet
ORD0961,11/27/2024,P003,Veg Sandwich,Meals,1,60,35,7.51,Returning,Cash
ORD0962,12/11/2024,P003,Veg Sandwich,Meals,3,60,35,22.3,Returning,Cash
ORD0963,6/11/2024,P002,Potato Chips,Snacks,1,40,20,20.46,Returning,Card
ORD0964,5/25/2024,P004,Chocolate Bar,Snacks,6,25,10,9.36,New,UPI
ORD0965,4/16/2024,P003,Veg Sandwich,Meals,1,60,35,6.44,New,Cash
ORD0966,4/4/2024,P003,Veg Sandwich,Meals,8,60,35,11.26,New,Wallet
ORD0967,11/19/2024,P002,Potato Chips,Snacks,7,40,20,1.62,Returning,Card
ORD0968,10/19/2024,P004,Chocolate Bar,Snacks,5,25,10,10.27,Returning,Card
ORD0969,11/2/2024,P005,Coffee,Beverages,4,50,25,4.75,New,Card
ORD0970,9/9/2024,P003,Veg Sandwich,Meals,4,60,35,22.72,New,Card
ORD0971,11/25/2024,P004,Chocolate Bar,Snacks,6,25,10,7.49,Returning,UPI
ORD0972,9/23/2024,P004,Chocolate Bar,Snacks,1,25,10,8.2,New,UPI
ORD0973,1/19/2024,P003,Veg Sandwich,Meals,6,60,35,5.96,New,UPI
ORD0974,4/9/2024,P005,Coffee,Beverages,5,50,25,10.46,New,Wallet
ORD0975,8/21/2024,P002,Potato Chips,Snacks,7,40,20,24.94,New,UPI
ORD0976,3/14/2024,P004,Chocolate Bar,Snacks,2,25,10,16.15,New,Cash
ORD0977,10/17/2024,P005,Coffee,Beverages,1,50,25,6.46,New,Cash
ORD0978,4/12/2024,P002,Potato Chips,Snacks,8,40,20,7.64,Returning,Cash
ORD0979,8/2/2024,P001,Cola Drink,Beverages,2,30,15,13.14,Returning,Card
ORD0980,5/4/2024,P001,Cola Drink,Beverages,3,30,15,13.31,Returning,Cash
ORD0981,10/1/2024,P003,Veg Sandwich,Meals,1,60,35,9.48,Returning,Wallet
ORD0982,12/2/2024,P004,Chocolate Bar,Snacks,8,25,10,7.23,Returning,Wallet
ORD0983,6/14/2024,P005,Coffee,Beverages,5,50,25,17.21,Returning,Card
ORD0984,9/25/2024,P003,Veg Sandwich,Meals,6,60,35,4,Returning,UPI
ORD0985,1/24/2024,P001,Cola Drink,Beverages,3,30,15,7.33,New,Card
ORD0986,12/17/2024,P001,Cola Drink,Beverages,2,30,15,4.08,New,UPI
ORD0987,8/20/2024,P004,Chocolate Bar,Snacks,2,25,10,9.17,Returning,UPI
ORD0988,3/18/2024,P002,Potato Chips,Snacks,7,40,20,21.58,New,Card
ORD0989,11/10/2024,P001,Cola Drink,Beverages,8,30,15,9.54,Returning,UPI
ORD0990,5/8/2024,P001,Cola Drink,Beverages,8,30,15,12.07,New,Card
ORD0991,8/23/2024,P003,Veg Sandwich,Meals,2,60,35,0.99,Returning,UPI
ORD0992,5/3/2024,P004,Chocolate Bar,Snacks,1,25,10,22.93,New,UPI
ORD0993,8/15/2024,P003,Veg Sandwich,Meals,8,60,35,7.12,Returning,Cash
ORD0994,5/21/2024,P003,Veg Sandwich,Meals,4,60,35,22.66,New,UPI
ORD0995,4/28/2024,P002,Potato Chips,Snacks,4,40,20,15.76,New,Card
ORD0996,3/13/2024,P003,Veg Sandwich,Meals,8,60,35,8.51,Returning,Cash
ORD0997,2/5/2024,P005,Coffee,Beverages,1,50,25,24.81,Returning,Wallet
ORD0998,9/24/2024,P002,Potato Chips,Snacks,8,40,20,7.2,New,Wallet
ORD0999,1/2/2024,P001,Cola Drink,Beverages,5,30,15,20.75,Returning,UPI
ORD1000,3/7/2024,P003,Veg Sandwich,Meals,3,60,35,6.04,Returning,Card
